character,pinyin,ppm
尤,you2,196.10212816414204
现,xian4,196.10212816414204
涌,yong3,196.10212816414204
澍,shu4,196.10212816414204
霆,ting2,196.10212816414204
官,guan1,196.10212816414204
暄,xuan1,196.10212816414204
蔓,man4,196.10212816414204
岐,qi2,196.10212816414204
留,liu2,196.10212816414204
玫,mei2,191.5416135556736
鉴,jian4,191.5416135556736
密,mi4,191.5416135556736
放,fang4,191.5416135556736
璨,can4,191.5416135556736
提,ti2,191.5416135556736
枭,xiao1,191.5416135556736
见,jian4,191.5416135556736
改,gai3,191.5416135556736
蕙,hui4,191.5416135556736
熹,xi1,186.9810989472052
颢,hao4,186.9810989472052
桓,huan2,186.9810989472052
窦,dou4,186.9810989472052
镜,jing4,186.9810989472052
沅,yuan2,186.9810989472052
央,yang1,186.9810989472052
情,qing2,186.9810989472052
党,dang3,186.9810989472052
詹,zhan1,186.9810989472052
泊,po1,186.9810989472052
隽,juan4,186.9810989472052
赞,zan4,182.4205843387368
解,jie3,182.4205843387368
翁,weng1,182.4205843387368
屈,qu1,182.4205843387368
苇,wei3,182.4205843387368
砚,yan4,177.86006973026835
栩,xu3,177.86006973026835
化,hua4,177.86006973026835
领,ling3,177.86006973026835
奈,nai4,177.86006973026835
羿,yi4,177.86006973026835
选,xuan3,177.86006973026835
优,you1,173.29955512179995
至,zhi4,173.29955512179995
璠,fan2,173.29955512179995
牟,mou2,173.29955512179995
浚,jun4,173.29955512179995
筠,yun2,173.29955512179995
饶,rao2,173.29955512179995
逢,feng2,173.29955512179995
吟,yin2,168.7390405133315
校,xiao4,168.7390405133315
亨,heng1,168.7390405133315
荟,hui4,168.7390405133315
植,zhi2,168.7390405133315
徽,hui1,168.7390405133315
未,wei4,168.7390405133315
榆,yu2,168.7390405133315
骐,qi2,164.1785259048631
坡,po1,164.1785259048631
众,zhong4,164.1785259048631
宫,gong1,164.1785259048631
淦,gan4,164.1785259048631
燊,shen1,164.1785259048631
卜,bo,164.1785259048631
巴,ba1,164.1785259048631
垒,lei3,164.1785259048631
赢,ying2,164.1785259048631
谊,yi4,159.61801129639468
淋,lin2,159.61801129639468
燃,ran2,159.61801129639468
尘,chen2,159.61801129639468
鲍,bao4,159.61801129639468
吾,wu2,159.61801129639468
鲜,xian1,159.61801129639468
巩,gong3,159.61801129639468
滕,teng2,159.61801129639468
习,xi2,159.61801129639468
夕,xi1,159.61801129639468
敦,dun1,155.0574966879263
符,fu2,155.0574966879263
今,jin1,155.0574966879263
观,guan1,155.0574966879263
姬,ji1,155.0574966879263
联,lian2,155.0574966879263
澎,peng1,150.49698207945784
端,duan1,150.49698207945784
冷,leng3,150.49698207945784
麻,ma2,150.49698207945784
临,lin2,150.49698207945784
竣,jun4,150.49698207945784
宙,zhou4,150.49698207945784
樱,ying1,150.49698207945784
流,liu2,150.49698207945784
岗,gang3,150.49698207945784
又,you4,145.93646747098944
弟,di4,145.93646747098944
颂,song4,145.93646747098944
鹿,lu4,145.93646747098944
罡,gang1,145.93646747098944
惟,wei2,145.93646747098944
谨,jin3,145.93646747098944
曜,yao4,145.93646747098944
薪,xin1,145.93646747098944
侃,kan3,145.93646747098944
岱,dai4,145.93646747098944
麦,mai4,145.93646747098944
炼,lian4,145.93646747098944
潞,lu4,141.37595286252102
旦,dan4,141.37595286252102
耘,yun2,141.37595286252102
湖,hu2,141.37595286252102
霁,ji4,141.37595286252102
则,ze2,141.37595286252102
馥,fu4,141.37595286252102
楼,lou2,141.37595286252102
步,bu4,141.37595286252102
朵,duo3,141.37595286252102
费,fei4,141.37595286252102
闪,shan3,141.37595286252102
居,ju1,136.81543825405257
巨,ju4,136.81543825405257
耕,geng1,136.81543825405257
默,mo4,136.81543825405257
纳,na4,136.81543825405257
桑,sang1,136.81543825405257
蒲,pu2,136.81543825405257
龄,ling2,136.81543825405257
晚,wan3,136.81543825405257
骄,jiao1,136.81543825405257
潼,tong2,136.81543825405257
项,xiang4,136.81543825405257
图,tu2,136.81543825405257
擎,qing2,136.81543825405257
佟,tong2,136.81543825405257
穆,mu4,136.81543825405257
委,wei3,136.81543825405257
革,ge2,136.81543825405257
尊,zun1,132.25492364558417
壹,yi1,132.25492364558417
烜,xuan3,132.25492364558417
珑,long2,132.25492364558417
弋,yi4,132.25492364558417
旖,yi3,132.25492364558417
卡,ka3,132.25492364558417
戚,qi1,132.25492364558417
莺,ying1,132.25492364558417
干,gan4,132.25492364558417
煦,xu4,132.25492364558417
鱼,yu2,132.25492364558417
廉,lian2,132.25492364558417
玛,ma3,132.25492364558417
荆,jing1,132.25492364558417
衣,yi1,132.25492364558417
璋,zhang1,132.25492364558417
柠,ning2,132.25492364558417
商,shang1,132.25492364558417
淏,hao4,132.25492364558417
尉,wei4,132.25492364558417
淮,huai2,127.69440903711576
车,che1,127.69440903711576
祉,zhi3,127.69440903711576
斗,dou4,127.69440903711576
涂,tu2,127.69440903711576
棠,tang2,127.69440903711576
敖,ao2,127.69440903711576
草,cao3,127.69440903711576
劭,shao4,127.69440903711576
烈,lie4,127.69440903711576
羊,yang2,127.69440903711576
鸥,ou1,127.69440903711576
缪,mou2,127.69440903711576
首,shou3,127.69440903711576
律,lv4,127.69440903711576
漪,yi1,127.69440903711576
洵,xun2,123.13389442864732
球,qiu2,123.13389442864732
朦,meng2,123.13389442864732
练,lian4,123.13389442864732
雍,yong1,123.13389442864732
愿,yuan4,123.13389442864732
焜,kun1,123.13389442864732
禧,xi3,123.13389442864732
点,dian3,123.13389442864732
骅,hua2,123.13389442864732
鲲,kun1,123.13389442864732
芙,fu2,123.13389442864732
妃,fei1,123.13389442864732
边,bian1,123.13389442864732
彰,zhang1,118.57337982017891
倍,bei4,118.57337982017891
珲,hui1,118.57337982017891
迟,chi2,118.57337982017891
愉,yu2,118.57337982017891
尼,ni2,118.57337982017891
浦,pu3,118.57337982017891
哉,zai1,118.57337982017891
续,xu4,118.57337982017891
俭,jian3,118.57337982017891
玟,wen2,118.57337982017891
谕,yu4,118.57337982017891
忻,xin1,118.57337982017891
农,nong2,118.57337982017891
午,wu3,118.57337982017891
奉,feng4,118.57337982017891
朴,pu3,118.57337982017891
铠,kai3,118.57337982017891
转,zhuan3,114.01286521171048
咪,mi1,114.01286521171048
菜,cai4,114.01286521171048
骋,cheng3,114.01286521171048
郡,jun4,114.01286521171048
鞠,ju1,114.01286521171048
帮,bang1,114.01286521171048
训,xun4,114.01286521171048
热,re4,114.01286521171048
火,huo3,114.01286521171048
葳,wei1,114.01286521171048
玖,jiu3,114.01286521171048
纲,gang1,114.01286521171048
栗,li4,114.01286521171048
伸,shen1,114.01286521171048
谋,mou2,114.01286521171048
慎,shen4,114.01286521171048
仓,cang1,114.01286521171048
储,chu3,114.01286521171048
伏,fu2,109.45235060324207
锁,suo3,109.45235060324207
细,xi4,109.45235060324207
贻,yi2,109.45235060324207
羚,ling2,109.45235060324207
珉,min2,109.45235060324207
愚,yu2,109.45235060324207
皎,jiao3,109.45235060324207
索,suo3,109.45235060324207
竟,jing4,109.45235060324207
积,ji1,109.45235060324207
铸,zhu4,109.45235060324207
努,nu3,109.45235060324207
简,jian3,109.45235060324207
鋆,yun2,109.45235060324207
侨,qiao2,109.45235060324207
蓬,peng2,109.45235060324207
粤,yue4,109.45235060324207
崧,song1,109.45235060324207
箫,xiao1,109.45235060324207
臧,zang1,109.45235060324207
湛,zhan4,109.45235060324207
渤,bo2,109.45235060324207
翎,ling2,109.45235060324207
帝,di4,109.45235060324207
际,ji4,109.45235060324207
术,shu4,104.89183599477364
统,tong3,104.89183599477364
邬,wu1,104.89183599477364
引,yin3,104.89183599477364
汀,ting1,104.89183599477364
采,cai3,104.89183599477364
查,cha2,104.89183599477364
仇,chou2,104.89183599477364
怿,yi4,104.89183599477364
圭,gui1,104.89183599477364
幼,you4,104.89183599477364
沂,yi2,104.89183599477364
旎,ni3,104.89183599477364
狄,di2,104.89183599477364
序,xu4,100.33132138630523
滋,zi1,100.33132138630523
圳,zhen4,100.33132138630523
梨,li2,100.33132138630523
迁,qian1,100.33132138630523
朕,zhen4,100.33132138630523
鹰,ying1,100.33132138630523
汐,xi1,100.33132138630523
甄,zhen1,100.33132138630523
娄,lou2,100.33132138630523
搏,bo2,100.33132138630523
逊,xun4,100.33132138630523
奋,fen4,100.33132138630523
嗣,si4,100.33132138630523
蛟,jiao1,100.33132138630523
焰,yan4,100.33132138630523
匡,kuang1,100.33132138630523
铨,quan2,100.33132138630523
霓,ni2,95.77080677783681
寇,kou4,95.77080677783681
荻,di2,95.77080677783681
韫,yun4,95.77080677783681
栾,luan2,95.77080677783681
闵,min3,95.77080677783681
晰,xi1,95.77080677783681
归,gui1,95.77080677783681
炀,yang2,95.77080677783681
记,ji4,95.77080677783681
偲,cai1,95.77080677783681
恭,gong1,95.77080677783681
荔,li4,95.77080677783681
涓,juan1,95.77080677783681
复,fu4,95.77080677783681
晃,huang3,95.77080677783681
苓,ling2,95.77080677783681
后,hou4,95.77080677783681
女,nv3,95.77080677783681
瀛,ying2,95.77080677783681
逍,xiao1,95.77080677783681
慢,man4,95.77080677783681
招,zhao1,95.77080677783681
羲,xi1,95.77080677783681
茶,cha2,92.795
卞,bian4,91.21029216936839
空,kong1,91.21029216936839
粟,su4,91.21029216936839
镕,rong2,91.21029216936839
胥,xu1,91.21029216936839
舰,jian4,91.21029216936839
量,liang4,91.21029216936839
荧,ying2,91.21029216936839
犇,ben1,91.21029216936839
皖,wan3,91.21029216936839
比,bi3,91.21029216936839
隋,sui2,91.21029216936839
仟,qian1,91.21029216936839
仰,yang3,91.21029216936839
铄,shuo4,91.21029216936839
丝,si1,91.21029216936839
祚,zuo4,91.21029216936839
颐,yi2,91.21029216936839
坦,tan3,91.21029216936839
蜜,mi4,91.21029216936839
醒,xing3,91.21029216936839
封,feng1,91.21029216936839
乘,cheng2,86.64977756089998
勉,mian3,86.64977756089998
肇,zhao4,86.64977756089998
芦,lu2,86.64977756089998
录,lu4,86.64977756089998
精,jing1,86.64977756089998
聚,ju4,86.64977756089998
穗,sui4,86.64977756089998
神,shen2,86.64977756089998
萨,sa4,86.64977756089998
颉,jie2,86.64977756089998
寰,huan2,86.64977756089998
豹,bao4,86.64977756089998
塔,ta3,86.64977756089998
佶,ji2,86.64977756089998
计,ji4,86.64977756089998
惜,xi1,83.059
褚,chu3,82.08926295243155
弛,chi2,82.08926295243155
纹,wen2,82.08926295243155
霈,pei4,82.08926295243155
团,tuan2,82.08926295243155
佼,jiao3,82.08926295243155
屏,ping2,82.08926295243155
翌,yi4,82.08926295243155
竺,zhu2,82.08926295243155
极,ji2,82.08926295243155
圻,qi2,82.08926295243155
充,chong1,82.08926295243155
历,li4,82.08926295243155
那,na4,82.08926295243155
闽,min3,82.08926295243155
苟,gou3,82.08926295243155
飘,piao1,82.08926295243155
聿,yu4,82.08926295243155
带,dai4,81.172
象,xiang4,77.52874834396314
珣,xun2,77.52874834396314
沫,mo4,77.52874834396314
体,ti3,77.52874834396314
冶,ye3,77.52874834396314
勒,lei1,77.52874834396314
嘎,ga1,77.52874834396314
节,jie2,77.52874834396314
刁,diao1,77.52874834396314
郅,zhi4,77.52874834396314
慰,wei4,77.52874834396314
俣,yu3,77.52874834396314
笙,sheng1,77.52874834396314
蔺,lin4,77.52874834396314
烟,yan1,77.52874834396314
夜,ye4,77.52874834396314
净,jing4,77.52874834396314
励,li4,77.52874834396314
翱,ao2,77.52874834396314
弓,gong1,77.52874834396314
焘,dao4,77.52874834396314
渠,qu2,77.52874834396314
曌,zhao4,77.52874834396314
材,cai2,77.52874834396314
浅,qian3,77.52874834396314
宿,su4,77.52874834396314
泱,yang1,77.52874834396314
玙,yu2,77.52874834396314
钗,chai1,74.467
艮,gen4,74.154
乌,wu1,72.96823373549472
蘅,heng2,72.96823373549472
焯,chao1,72.96823373549472
结,jie2,72.96823373549472
橙,cheng2,72.96823373549472
潭,tan2,72.96823373549472
虞,yu2,72.96823373549472
潜,qian2,72.96823373549472
老,lao3,72.96823373549472
椿,chun1,72.96823373549472
崴,wai3,72.96823373549472
粉,fen3,72.96823373549472
妞,niu1,72.96823373549472
灯,deng1,72.96823373549472
啊,a,72.96823373549472
戎,rong2,72.96823373549472
倚,yi3,72.96823373549472
匀,yun2,72.96823373549472
疆,jiang1,72.96823373549472
嫦,chang2,72.96823373549472
夷,yi2,72.96823373549472
宵,xiao1,72.96823373549472
丕,pi1,72.96823373549472
岸,an4,72.96823373549472
列,lie4,72.96823373549472
赓,geng1,68.40771912702628
落,luo4,68.40771912702628
土,tu3,68.40771912702628
盖,gai4,68.40771912702628
己,ji3,68.40771912702628
迈,mai4,68.40771912702628
滟,yan4,68.40771912702628
姆,mu3,68.40771912702628
浙,zhe4,68.40771912702628
绿,lv4,68.40771912702628
柄,bing3,68.40771912702628
境,jing4,68.40771912702628
务,wu4,68.40771912702628
巫,wu1,68.40771912702628
支,zhi1,68.40771912702628
右,you4,68.40771912702628
驹,ju1,68.40771912702628
蜀,shu3,68.40771912702628
瞿,qu2,68.40771912702628
韧,ren4,68.40771912702628
葵,kui2,68.40771912702628
崎,qi2,68.40771912702628
琢,zuo2,68.40771912702628
号,hao4,68.40771912702628
琮,cong2,68.40771912702628
厉,li4,68.40771912702628
围,wei2,68.40771912702628
冕,mian3,68.40771912702628
门,men2,68.40771912702628
镔,bin1,68.40771912702628
兮,xi1,68.40771912702628
荃,quan2,68.40771912702628
皮,pi2,68.40771912702628
院,yuan4,68.40771912702628
钿,dian4,68.40771912702628
省,sheng3,68.40771912702628
买,mai3,68.40771912702628
准,zhun3,68.40771912702628
迦,jia1,63.84720451855788
觉,jue2,63.84720451855788
鹭,lu4,63.84720451855788
瞳,tong2,63.84720451855788
浏,liu2,63.84720451855788
谈,tan2,63.84720451855788
讯,xun4,63.84720451855788
咸,xian2,63.84720451855788
皇,huang2,63.84720451855788
铂,bo2,63.84720451855788
频,pin2,63.84720451855788
璧,bi4,63.84720451855788
洒,sa3,63.84720451855788
弈,yi4,63.84720451855788
主,zhu3,63.84720451855788
弦,xian2,63.84720451855788
菱,ling2,63.84720451855788
医,yi1,63.84720451855788
湉,tian2,63.84720451855788
舸,ge3,63.84720451855788
炬,ju4,63.84720451855788
灼,zhuo2,63.84720451855788
眉,mei2,63.84720451855788
寻,xun2,63.84720451855788
珅,shen1,63.84720451855788
教,jiao4,63.84720451855788
莘,shen1,59.28668991008946
谌,chen2,59.28668991008946
服,fu2,59.28668991008946
啦,la,59.28668991008946
亢,kang4,59.28668991008946
溶,rong2,59.28668991008946
诸,zhu1,59.28668991008946
懋,mao4,59.28668991008946
钺,yue4,59.28668991008946
位,wei4,59.28668991008946
栓,shuan1,59.28668991008946
叙,xu4,59.28668991008946
早,zao3,59.28668991008946
随,sui2,59.28668991008946
恋,lian4,59.28668991008946
颍,ying3,59.28668991008946
敢,gan3,59.28668991008946
佰,bai3,59.28668991008946
樾,yue4,59.28668991008946
翘,qiao4,59.28668991008946
萃,cui4,59.28668991008946
茁,zhuo2,59.28668991008946
异,yi4,59.28668991008946
肃,su4,59.28668991008946
棚,peng2,59.28668991008946
毫,hao2,59.28668991008946
弼,bi4,59.28668991008946
枚,mei2,59.28668991008946
笠,li4,59.28668991008946
扎,zha1,59.28668991008946
峙,zhi4,59.28668991008946
倬,zhuo1,59.28668991008946
溥,pu3,54.72617530162104
换,huan4,54.72617530162104
器,qi4,54.72617530162104
垣,yuan2,54.72617530162104
垠,yin2,54.72617530162104
社,she4,54.72617530162104
备,bei4,54.72617530162104
谱,pu3,54.72617530162104
佘,she2,54.72617530162104
弢,tao1,54.72617530162104
配,pei4,54.72617530162104
檀,tan2,54.72617530162104
胖,pang4,54.72617530162104
鹃,juan1,54.72617530162104
黔,qian2,54.72617530162104
聃,dan1,54.72617530162104
莞,guan3,54.72617530162104
贯,guan4,54.72617530162104
员,yuan2,54.72617530162104
抒,shu1,54.72617530162104
舞,wu3,54.72617530162104
台,tai2,54.72617530162104
顶,ding3,54.72617530162104
稼,jia4,54.72617530162104
俪,li4,54.72617530162104
沿,yan2,54.72617530162104
旷,kuang4,54.72617530162104
箐,qing4,54.72617530162104
呼,hu1,54.72617530162104
翩,pian1,54.72617530162104
邑,yi4,54.72617530162104
悟,wu4,54.72617530162104
协,xie2,54.72617530162104
著,zhu4,54.72617530162104
鄢,yan1,54.72617530162104
铜,tong2,54.72617530162104
泷,long2,54.72617530162104
锶,si1,54.72617530162104
姑,gu1,54.119
头,tou2,50.875
斓,lan2,50.16566069315262
坪,ping2,50.16566069315262
娉,ping1,50.16566069315262
忱,chen2,50.16566069315262
诣,yi4,50.16566069315262
顿,dun4,50.16566069315262
弥,mi2,50.16566069315262
涯,ya2,50.16566069315262
栎,li4,50.16566069315262
筑,zhu4,50.16566069315262
御,yu4,50.16566069315262
殊,shu1,50.16566069315262
箭,jian4,50.16566069315262
资,zi1,50.16566069315262
娱,yu2,50.16566069315262
葆,bao3,50.16566069315262
字,zi4,50.16566069315262
蓁,zhen1,50.16566069315262
缙,jin4,50.16566069315262
镭,lei2,50.16566069315262
樟,zhang1,50.16566069315262
阎,yan2,50.16566069315262
苒,ran3,50.16566069315262
裘,qiu2,50.16566069315262
祈,qi2,50.16566069315262
晞,xi1,50.16566069315262
耶,ye2,50.16566069315262
铧,hua2,50.16566069315262
腊,la4,50.16566069315262
绵,mian2,47.575
叔,shu1,45.899
瑗,yuan4,45.60514608468419
期,qi1,45.60514608468419
警,jing3,45.60514608468419
漆,qi1,45.60514608468419
娃,wa2,45.60514608468419
稀,xi1,45.60514608468419
凉,liang2,45.60514608468419
逯,lu4,45.60514608468419
檬,meng2,45.60514608468419
疏,shu1,45.60514608468419
觐,jin4,45.60514608468419
柒,qi1,45.60514608468419
飒,sa4,45.60514608468419
集,ji2,45.60514608468419
沣,feng1,45.60514608468419
丘,qiu1,45.60514608468419
晁,chao2,45.60514608468419
屿,yu3,45.60514608468419
绘,hui4,45.60514608468419
浓,nong2,45.60514608468419
危,wei1,45.60514608468419
拥,yong1,45.60514608468419
缨,ying1,45.60514608468419
班,ban1,45.60514608468419
动,dong4,45.60514608468419
渭,wei4,45.60514608468419
粲,can4,45.60514608468419
状,zhuang4,45.60514608468419
炽,chi4,45.60514608468419
俨,yan3,45.60514608468419
演,yan3,45.60514608468419
闰,run4,45.60514608468419
尾,wei3,45.60514608468419
宴,yan4,45.60514608468419
区,qu1,45.60514608468419
昉,fang3,45.60514608468419
莱,lai2,45.60514608468419
仔,zai3,45.60514608468419
罕,han3,45.60514608468419
模,mo2,45.60514608468419
愈,yu4,45.60514608468419
候,hou4,45.60514608468419
钒,fan2,45.60514608468419
帕,pa4,45.60514608468419
伙,huo3,43.683
亲,qin1,41.04463147621578
糖,tang2,41.04463147621578
瑕,xia2,41.04463147621578
邸,di3,41.04463147621578
炅,jiong3,41.04463147621578
况,kuang4,41.04463147621578
镓,jia1,41.04463147621578
因,yin1,41.04463147621578
遇,yu4,41.04463147621578
停,ting2,41.04463147621578
泠,ling2,41.04463147621578
近,jin4,41.04463147621578
浛,han2,41.04463147621578
猫,mao1,41.04463147621578
骜,ao4,41.04463147621578
拾,shi2,41.04463147621578
娆,rao2,41.04463147621578
报,bao4,41.04463147621578
轮,lun2,41.04463147621578
陇,long3,41.04463147621578
束,shu4,41.04463147621578
婴,ying1,41.04463147621578
溯,su4,41.04463147621578
阚,han3,41.04463147621578
适,shi4,41.04463147621578
丫,ya1,41.04463147621578
黑,hei1,41.04463147621578
汛,xun4,41.04463147621578
措,cuo4,41.04463147621578
欠,qian4,41.04463147621578
寓,yu4,41.04463147621578
湾,wan1,41.04463147621578
泡,pao4,41.04463147621578
暖,nuan3,41.04463147621578
琚,ju1,41.04463147621578
谣,yao2,41.04463147621578
钲,zheng1,41.04463147621578
榜,bang3,41.04463147621578
逵,kui2,41.04463147621578
钥,yao4,41.04463147621578
囡,nan1,41.04463147621578
钏,chuan4,41.04463147621578
专,zhuan1,41.04463147621578
遵,zun1,41.04463147621578
桁,heng2,41.04463147621578
纤,xian1,41.04463147621578
活,huo2,41.04463147621578
奚,xi1,41.04463147621578
阅,yue4,41.04463147621578
别,bie2,41.04463147621578
设,she4,41.04463147621578
黛,dai4,41.04463147621578
检,jian3,39.106
鸾,luan2,37.657
厅,ting1,36.48411686774736
颀,qi2,36.48411686774736
么,me,36.48411686774736
淙,cong2,36.48411686774736
染,ran3,36.48411686774736
骊,li2,36.48411686774736
伽,ga1,36.48411686774736
槟,bin1,36.48411686774736
茅,mao2,36.48411686774736
拜,bai4,36.48411686774736
享,xiang3,36.48411686774736
阙,que1,36.48411686774736
绣,xiu4,36.48411686774736
坛,tan2,36.48411686774736
雕,diao1,36.48411686774736
驿,yi4,36.48411686774736
蔼,ai3,36.48411686774736
色,se4,36.48411686774736
瞻,zhan1,36.48411686774736
宥,you4,36.48411686774736
孤,gu1,36.48411686774736
桉,an1,36.48411686774736
茉,mo4,36.48411686774736
识,shi2,36.48411686774736
逄,pang2,36.48411686774736
诏,zhao4,36.48411686774736
亓,qi2,36.48411686774736
镐,gao3,36.48411686774736
芋,yu4,36.48411686774736
渲,xuan4,36.48411686774736
浠,xi1,36.48411686774736
界,jie4,36.48411686774736
绚,xuan4,36.48411686774736
镁,mei3,36.48411686774736
榛,zhen1,36.48411686774736
问,wen4,36.48411686774736
芽,ya2,36.48411686774736
沄,yun2,36.48411686774736
垂,chui2,36.48411686774736
睦,mu4,36.48411686774736
辅,fu3,36.48411686774736
赋,fu4,36.48411686774736
兢,jing1,36.48411686774736
秘,mi4,36.48411686774736
鎏,liu2,36.48411686774736
焓,han2,36.48411686774736
拯,zheng3,36.48411686774736
舵,duo4,36.48411686774736
郜,gao4,36.48411686774736
冼,xian3,36.48411686774736
荫,yin1,36.48411686774736
棒,bang4,36.48411686774736
口,kou3,36.48411686774736
猪,zhu1,36.48411686774736
郗,xi1,36.48411686774736
舫,fang3,36.48411686774736
当,dang1,36.48411686774736
峤,jiao4,36.48411686774736
梵,fan4,36.48411686774736
域,yu4,36.48411686774736
纾,shu1,36.48411686774736
灶,zao4,32.907
扣,kou4,31.92360225927894
辞,ci2,31.92360225927894
夺,duo2,31.92360225927894
贡,gong4,31.92360225927894
杞,qi3,31.92360225927894
澈,che4,31.92360225927894
鸟,niao3,31.92360225927894
荀,xun2,31.92360225927894
母,mu3,31.92360225927894
淘,tao2,31.92360225927894
妲,da2,31.92360225927894
养,yang3,31.92360225927894
筝,zheng1,31.92360225927894
末,mo4,31.92360225927894
藏,cang2,31.92360225927894
盘,pan2,31.92360225927894
鹄,gu3,31.92360225927894
称,cheng1,31.92360225927894
兹,zi1,31.92360225927894
陌,mo4,31.92360225927894
翕,xi1,31.92360225927894
葶,ting2,31.92360225927894
快,kuai4,31.92360225927894
狗,gou3,31.92360225927894
串,chuan4,31.92360225927894
荞,qiao2,31.92360225927894
纷,fen1,31.92360225927894
俸,feng4,31.92360225927894
调,diao4,31.92360225927894
沪,hu4,31.92360225927894
摇,yao2,31.92360225927894
助,zhu4,31.92360225927894
珞,luo4,31.92360225927894
第,di4,31.92360225927894
市,shi4,31.92360225927894
抗,kang4,31.92360225927894
艇,ting3,31.92360225927894
铉,xuan4,31.92360225927894
茄,jia1,31.92360225927894
欲,yu4,31.92360225927894
旌,jing1,31.92360225927894
网,wang3,31.92360225927894
銮,luan2,31.92360225927894
葱,cong1,31.92360225927894
雒,luo4,31.92360225927894
赣,gan4,31.92360225927894
槐,huai2,31.92360225927894
璎,ying1,31.92360225927894
杲,gao3,31.92360225927894
炉,lu2,31.92360225927894
画,hua4,31.92360225927894
盾,dun4,31.92360225927894
邰,tai2,31.92360225927894
僮,tong2,31.92360225927894
勖,xu4,31.92360225927894
质,zhi4,31.92360225927894
枢,shu1,31.92360225927894
懂,dong3,31.92360225927894
铱,yi1,31.92360225927894
莅,li4,31.92360225927894
淡,dan4,31.92360225927894
托,tuo1,31.92360225927894
桔,ju2,31.92360225927894
率,lv4,31.92360225927894
奂,huan4,31.92360225927894
参,can1,31.92360225927894
鹂,li2,31.92360225927894
昔,xi1,31.92360225927894
涔,cen2,31.92360225927894
佃,dian4,31.422
针,zhen1,30.181
籽,zi3,27.363087650810517
粮,liang2,27.363087650810517
蓥,ying2,27.363087650810517
略,lve4,27.363087650810517
榴,liu2,27.363087650810517
蹊,qi1,27.363087650810517
梧,wu2,27.363087650810517
考,kao3,27.363087650810517
嘟,du1,27.363087650810517
沉,chen2,27.363087650810517
劳,lao2,27.363087650810517
陵,ling2,27.363087650810517
屠,tu2,27.363087650810517
援,yuan2,27.363087650810517
姊,zi3,27.363087650810517
辕,yuan2,27.363087650810517
聆,ling2,27.363087650810517
淯,yu4,27.363087650810517
绯,fei1,27.363087650810517
忍,ren3,27.363087650810517
几,ji3,27.363087650810517
式,shi4,27.363087650810517
阵,zhen4,27.363087650810517
嵇,ji1,27.363087650810517
身,shen1,27.363087650810517
堰,yan4,27.363087650810517
涤,di2,27.363087650810517
矗,chu4,27.363087650810517
机,ji1,27.363087650810517
库,ku4,27.363087650810517
仡,ge1,27.363087650810517
塬,yuan2,27.363087650810517
庸,yong1,27.363087650810517
镝,di1,27.363087650810517
仝,tong2,27.363087650810517
藜,li2,27.363087650810517
求,qiu2,27.363087650810517
勾,gou1,27.363087650810517
共,gong4,27.363087650810517
蛋,dan4,27.363087650810517
形,xing2,27.363087650810517
畔,pan4,27.363087650810517
唱,chang4,27.363087650810517
苡,yi3,27.363087650810517
琇,xiu4,27.363087650810517
楹,ying2,27.363087650810517
变,bian4,27.363087650810517
巳,si4,27.363087650810517
锵,qiang1,27.363087650810517
稚,zhi4,27.363087650810517
目,mu4,27.363087650810517
撒,sa1,27.363087650810517
仑,lun2,27.363087650810517
鄂,e4,27.363087650810517
凇,song1,27.363087650810517
於,yu2,27.363087650810517
塞,sai1,27.363087650810517
组,zu3,27.363087650810517
移,yi2,27.363087650810517
系,xi4,27.363087650810517
惊,jing1,27.363087650810517
憬,jing3,27.363087650810517
郦,li4,27.363087650810517
菀,wan3,27.363087650810517
壬,ren2,27.363087650810517
絮,xu4,27.363087650810517
昳,die2,27.363087650810517
漩,xuan2,27.363087650810517
瑭,tang2,27.363087650810517
扈,hu4,27.363087650810517
词,ci2,27.363087650810517
珀,po4,27.363087650810517
县,xian4,27.363087650810517
府,fu3,27.363087650810517
尽,jin3,27.363087650810517
薏,yi4,27.363087650810517
烯,xi1,27.363087650810517
葭,jia1,27.363087650810517
钇,yi3,27.363087650810517
棉,mian2,27.363087650810517
虓,xiao1,27.363087650810517
飙,biao1,27.363087650810517
侦,zhen1,27.363087650810517
衔,xian2,27.363087650810517
层,ceng2,27.363087650810517
佛,fo2,26.057
趁,chen4,25.986
兄,xiong1,25.503
虾,xia1,22.254
岁,sui4,22.115
苍,cang1,21.806
送,song4,21.364
样,yang4,21.159
棣,di4,18.387
辽,liao2,16.405
睛,jing1,16.289
忙,mang2,15.735
迷,mi2,15.414
笃,du3,14.983
熔,rong2,14.97
锌,xin1,14.642
遂,sui4,14.245
蝉,chan2,14.087
唤,huan4,13.346
嫩,nen4,12.69
斋,zhai1,12.659
论,lun4,12.408
歧,qi2,12.215
产,chan3,12.125
铿,keng1,12.002
约,yue1,11.457
琅,lang2,11.43
矿,kuang4,11.309
翻,fan1,11.074
尕,ga3,10.763
执,zhi2,10.638
固,gu4,10.433
钜,ju4,10.213
线,xian4,10.176
载,zai3,10.134
瑰,gui1,9.907
沃,wo4,9.834
哓,xiao1,9.722
羡,xian4,9.326
赤,chi4,9.243
栖,qi1,9.042
鸳,yuan1,8.993
爵,jue2,8.946
藩,fan1,8.939
瓦,wa3,8.932
芩,qin2,8.848
慷,kang1,8.839
峡,xia2,8.785
芒,mang2,8.75
择,ze2,8.743
